,player,average_batting_performance_index,average_bowling_performance_index
538,Shubham Dubey,0.214083741486049,0.0
539,Shadab Jakati,0.3762850044563586,2.4489551864644006
540,SB Joshi,0.0,0.4935153313237037
541,Scott Styris,0.2109083328091346,3.937744811716615
542,SB Wagh,0.0,4.637918920556959
543,Sourav Ganguly,0.4678022440613911,2.718658341245672
544,Scott Kuggeleijn,0.0,1.8416270476639351
545,Siddharth Dilip Chitnis,0.1979867425192898,3.529904826875124
546,Shai Hope,0.3366596100753006,0.0
547,SE Bond,0.0,4.098510699136249
548,Shaun Marsh,0.5516392784859697,0.0
549,Sherfane Rutherford,0.2085140158472199,3.768822501818498
550,Spencer Johnson,0.0,1.503473518260847
551,SJ Srivastava,0.0,3.857938335263273
552,Suresh Raina,0.8015912387873467,1.9075228942943607
553,Siddharth Trivedi,0.0584610452696242,2.4171172125728964
554,Shane Warne,0.0908053653432693,3.236325619935191
555,Lasith Malinga,0.1266895807475632,3.473406875149589
556,Scott Boland,0.0,3.98074176210341
557,Sam Curran,0.3643165534291253,2.578489294841808
558,Shane Harwood,0.0,3.06899628907405
559,Simon Katich,0.1271415695090301,0.0
560,Graeme Pollock,0.1408400613236917,3.5140378112519097
561,Sachithra Senanayake,0.0,3.9108924157761176
562,Musheer Khan,0.3020234348546693,0.0
563,Shardul Thakur,0.1744034154918068,2.0494175905552194
564,Shimron Hetmyer,0.420639718638935,0.0
565,Stephen Fleming,0.3134513064127491,0.0
566,SP Goswami,0.1776837270314753,0.0
567,Sheldon Jackson,0.104743200580199,0.0
568,Sunil Narine,0.4212078325624859,3.146291992715626
569,Steven Smith,0.6574300491083899,0.0
570,Sachin Tendulkar,0.7063749093856061,0.2071209755908659
571,Shane Watson,0.6780712127110282,2.394201438672812
572,SS Agarwal,0.0,1.4990332021582022
573,Sheldon Cottrell,0.0,8.67379911413607
574,Shreyas Iyer,0.7406867987326958,0.0
575,Suyash Prabhudessai,0.1214415580134145,0.0
576,SS Sarkar,0.0,4.154660613569849
577,Saurabh Tiwary,0.4337831922567255,0.0
578,Sisanda Magala,0.0,3.053557949140171
579,Sanath Jayasuriya,0.4655705953265976,3.658098690752618
580,Stuart Binny,0.3268983242175721,2.716395048021174
581,Sanju Samson,0.6985765975745616,0.0
582,Sam Billings,0.2972345672913747,0.0
583,Shaun Tait,0.027443447984428,3.2540724831105488
584,Shams Mulani,0.0,0.2502691700875371
585,Sachin Baby,0.1060037814697081,0.0
586,Salman Butt,0.4307170806884536,0.0
587,Sameer Rizvi,0.0732436041566528,0.0
588,Sandeep Sharma,0.1225608635413754,2.5688000419966657
589,Sanvir Singh,0.0,0.0
590,Shahbaz Ahmed,0.3263517396688129,2.249272101180301
591,Shahid Afridi,0.0690987456552158,5.104025562413628
592,Shakib Al Hasan,0.2752058178211957,3.0368930071200526
593,Shashank Singh,0.1492204194267276,5.082014094116544
594,Shivam Mavi,0.1245954338869057,3.021505289753605
595,Shivam Sharma,0.0,3.6482784028196944
596,Shoaib Ahmed,0.0,3.038658313185806
597,Shoaib Akhtar,0.0,15.033840590053211
598,Shoaib Malik,0.0446698830298078,3.298461287394262
599,Shubman Gill,0.8814047318671311,0.0
600,Sikandar Raza,0.2000018610984452,4.563454611069959
601,Simarjeet Singh,0.0,5.056181994092472
602,Sohail Tanvir,0.0594235885400339,6.231474649173471
603,Sumit Kumar,0.1503511109559585,0.180559702868097
604,Sunny Gupta,0.0,0.2548968479720108
605,Sunny Singh,0.04773266146536,0.0
606,Suyash Sharma,0.0,5.367131876104097
607,Swapnil Singh,0.0922050014949018,3.8673960770686393
608,Tom Banton,0.3013863197296515,0.0
609,T Henderson,0.0,1.672409019232185
610,Tom Kohler-Cadmore,0.0931044413455412,0.0
611,Taruwar Kohli,0.089898708005206,0.0
612,T Natarajan,0.0,2.6494645942652983
613,Tabraiz Shamsi,0.0,0.9354071021617216
614,Tristan Stubbs,0.3082166694344944,7.332238616231357
615,Tatenda Taibu,0.0869530765160796,0.0
616,Nuwan Thushara,0.0848108918339435,4.602340105847338
617,Trent Boult,0.1079234059697344,2.367605529826621
618,Tim Paine,0.0960063746356229,0.0
619,Tim Southee,0.1695598151093535,3.381880089330933
620,Tim David,0.5419274629977734,0.0
621,Kevin Curran,0.1727111508940977,2.892841714591476
622,Tim Seifert,0.0884670965528314,0.0
623,Tirumalasetti Suman,0.2487618097467805,2.9620653891764808
624,Tillakaratne Dilshan,0.4740364557634107,2.034149707810363
625,Travis Head,0.3799627465348528,3.068858219455595
626,TP Sudhindra,0.0,3.305439662092612
627,Travis Birt,0.2848940373173007,0.0
628,Tymal Mills,0.0,3.395039010926742
629,Tushar Deshpande,0.0,3.16665031058316
630,Tanush Kotian,0.0381853760237659,0.0
631,Tejas Baroka,0.0,0.252949223691238
632,Tilak Varma,0.6774248291547631,0.2389291701427929
633,Unmukt Chand,0.2335873242331116,0.0
634,Usman Khawaja,0.122715512024337,0.0
635,Umesh Yadav,0.0410588991309987,2.2447374860312523
636,Umar Gul,0.0828362148283428,7.0349927317557945
637,Umran Malik,0.0,3.739482405114331
638,Vidwath Kaverappa,0.0,12.159936209250729
639,Virat Kohli,1.0741314048554933,2.5877434699770507
640,Veer Pratap Singh,0.0,2.657301141431807
641,Virender Sehwag,0.7362375741617633,2.331508849357664
642,Vijay Shankar,0.4226220993025301,3.556382261268029
643,Vijayakanth Viyaskanth,0.0,0.4104716360266872
644,Vaibhav Arora,0.0,3.492556555034468
645,Vijay Zol,0.0592961729615477,0.0
646,Varun Aaron,0.1059919705738747,3.0356800696869346
647,VR Iyer,0.4862656197716222,2.8444369237137077
648,Vikram Singh,0.0,1.7583064964880142
649,VS Malik,0.0,2.7072742462533785
650,Vikrant Yeligati,0.0,0.2544144541589797
651,VVS Laxman,0.1924015250100005,0.0
652,Yo Mahesh,0.127089530545142,3.5221992426587576
653,Vijaykumar Vyshak,0.0,3.676485260195826
654,Virat Singh,0.1049151011562219,0.0
655,Vishnu Vinod,0.1238033320595676,0.0
656,Vivrant Sharma,0.10925059219503,0.2516400000915806
657,Armaan Jaffer,0.1593839301549701,0.0
658,Wilkin Mota,0.1545581469641571,5.8922806356610335
659,Wayne Parnell,0.1613625478670421,3.147869045275257
660,Will Jacks,0.2905335355857822,1.0585773611580909
661,Wriddhiman Saha,0.5328834244002337,0.0
662,Chaminda Vaas,0.0660517067663545,5.285708162245969
663,Washington Sundar,0.277149329636694,2.398004258825166
664,Gnaneswara Rao,0.2169687678617148,0.0
665,Yogesh Nagar,0.2617236610780221,5.4373573280780585
666,Prithviraj,0.0,1.1480656890148608
667,Gnaneswara Rao,0.4899098715454854,2.571163168433169
668,Yusuf Abdulla,0.0,5.708151845051245
669,Tejasvi Jaiswal,0.5477867232235386,0.0
670,Yusuf Pathan,0.6747517784092684,3.0620912763538755
671,Yuzvendra Chahal,0.0433825441796881,2.777185932261971
672,Yash Dhull,0.1177529440554449,0.0
673,Yogesh Takawale,0.1447496486629135,0.0
674,Yash Dayal,0.0,3.542871709811344
675,Yash Thakur,0.0,3.4551609606932425
676,Yashpal Singh,0.1737762277141858,0.0
677,Yudhvir Singh,0.0,4.90209990761549
678,Yuvraj Singh,0.5635776432818395,2.6814852279257995
679,Zahir Khan,0.0712432674271431,2.3878693934342325
